,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2 Power Consumption,Zone 3 Power Consumption
102,1/1/2017 17:00,60,59.07,0,165.8,201.7,29723.5443,17708.20669,17719.51807
103,1/1/2017 17:10,60,59.3,0,132.0,163.0,30871.89873,18649.24012,19408.19277
104,1/1/2017 17:20,60,59.0,0,117.4,144.3,32700.75949,20192.09726,21883.37349
105,1/1/2017 17:30,59,59.53,0,97.6,120.6,35793.41772,22238.29787,23942.16867
106,1/1/2017 17:40,59,60.83,0,76.5,94.0,38321.01266,23613.37386,25179.75904
107,1/1/2017 17:50,58,61.87,0,26.51,28.08,39129.11392,24167.78116,25520.96386
108,1/1/2017 18:00,58,63.27,0,18.0,18.29,39560.50633,24455.92705,25544.09639
109,1/1/2017 18:10,58,63.94,0,6.994,7.02,39517.97468,24463.22188,25619.27711
110,1/1/2017 18:20,57,64.87,0,2.818,2.763,39596.96203,24000.0,25798.55422
111,1/1/2017 18:30,57,66.11,0,0.809,0.89,39469.36709,24251.67173,25792.77108
112,1/1/2017 18:40,57,66.74,0,0.146,0.197,39682.02532,24401.21581,25734.93976
113,1/1/2017 18:50,56,66.71,0,0.062,0.089,39888.60759,24598.17629,25885.3012
114,1/1/2017 19:00,55,68.35,0,0.055,0.085,39991.89873,24477.81155,25989.39759
115,1/1/2017 19:10,54,70.2,0,0.066,0.096,40210.63291,24729.48328,26035.66265
116,1/1/2017 19:20,53,70.7,0,0.055,0.126,40216.70886,24671.12462,26191.80723
117,1/1/2017 19:30,53,70.7,0,0.081,0.126,40435.44304,24678.41945,26105.06024
118,1/1/2017 19:40,53,70.6,0,0.059,0.074,40514.43038,24842.55319,26342.16867
119,1/1/2017 19:50,53,70.7,0,0.048,0.093,40544.81013,24755.0152,26452.04819
120,1/1/2017 20:00,53,71.2,0,0.073,0.085,40283.5443,24919.14894,26469.39759
121,1/1/2017 20:10,53,71.1,0,0.091,0.104,40216.70886,25137.99392,26573.49398
122,1/1/2017 20:20,54,69.82,0,0.048,0.108,40477.97468,25437.08207,26434.6988
123,1/1/2017 20:30,53,69.98,0,0.051,0.093,40611.64557,25597.56839,26533.01205
124,1/1/2017 20:40,53,71.2,0,0.04,0.119,40435.44304,25706.99088,26515.66265
125,1/1/2017 20:50,53,72.0,0,0.07,0.078,40204.55696,25637.68997,26434.6988
126,1/1/2017 21:00,53,72.0,0,0.051,0.07,39584.81013,25396.96049,25966.26506
127,1/1/2017 21:10,52,72.2,0,0.051,0.119,39274.93671,25309.42249,25578.79518
128,1/1/2017 21:20,53,73.1,0,0.044,0.085,39141.26582,24900.91185,25607.71084
129,1/1/2017 21:30,54,70.1,0,0.073,0.089,38643.03797,24827.96353,25359.03614
130,1/1/2017 21:40,53,68.78,0,0.066,0.093,38011.13924,24455.92705,24971.56627
131,1/1/2017 21:50,54,68.78,0,0.066,0.122,37622.27848,24127.65957,24584.09639
132,1/1/2017 22:00,56,65.44,0,0.04,0.141,36953.92405,24000.0,23976.86747
133,1/1/2017 22:10,56,63.84,0,0.081,0.093,36394.93671,23872.34043,23415.90361
134,1/1/2017 22:20,56,63.97,0,0.081,0.093,35289.11392,23306.99088,22698.79518
135,1/1/2017 22:30,55,66.77,0,0.044,0.141,34438.48101,22975.07599,22322.89157
136,1/1/2017 22:40,54,68.04,0,0.084,0.115,33678.98734,22489.9696,21813.9759
137,1/1/2017 22:50,54,69.18,0,0.059,0.119,33077.46835,21760.48632,21264.57831
138,1/1/2017 23:00,54,69.94,0,0.088,0.082,32117.46835,21253.49544,20686.26506
139,1/1/2017 23:10,54,70.7,0,0.033,0.078,31357.97468,20768.38906,20397.10843
140,1/1/2017 23:20,54,70.8,0,0.055,0.134,30701.77215,20337.99392,19905.54217
141,1/1/2017 23:30,52,74.7,0,0.07,0.1,29681.01266,19823.70821,19252.04819
142,1/1/2017 23:40,52,74.8,0,0.084,0.082,28830.37975,19488.1459,18847.22892
143,1/1/2017 23:50,53,74.1,0,0.077,0.122,27748.86076,18962.91793,18384.57831
144,1/2/2017 0:00,52,75.8,0,0.033,0.163,26703.79747,18047.41641,17916.14458
145,1/2/2017 0:10,51,77.3,0,0.084,0.108,26169.11392,17507.59878,17349.39759
146,1/2/2017 0:20,51,78.2,0,0.088,0.13,25622.27848,17120.97264,16985.06024
147,1/2/2017 0:30,51,79.2,0,0.091,0.134,24972.1519,16785.41033,16586.0241
148,1/2/2017 0:40,51,79.3,0,0.037,0.152,24437.46835,16453.49544,16366.26506
149,1/2/2017 0:50,52,78.4,0,0.062,0.156,23914.93671,16132.5228,16106.0241
150,1/2/2017 1:00,52,78.1,0,0.084,0.108,23629.36709,15720.36474,15643.37349
151,1/2/2017 1:10,52,77.9,0,0.055,0.145,23118.98734,15304.55927,15307.95181
152,1/2/2017 1:20,52,77.5,0,0.062,0.178,22736.20253,15136.77812,15093.9759
153,1/2/2017 1:30,51,78.9,0,0.066,0.145,22049.62025,14637.08207,14972.53012
154,1/2/2017 1:40,50,79.8,0,0.088,0.126,21855.18987,14414.58967,14833.73494
155,1/2/2017 1:50,51,81.3,0,0.073,0.13,21685.06329,14250.45593,14625.54217
156,1/2/2017 2:00,52,80.0,0,0.066,0.159,21533.16456,14294.22492,14405.78313
157,1/2/2017 2:10,52,77.3,0,0.066,0.13,21107.8481,14057.14286,14342.16867
158,1/2/2017 2:20,52,75.6,0,0.077,0.156,20986.32911,13823.70821,14191.80723
159,1/2/2017 2:30,52,75.0,0,0.07,0.156,20725.06329,13783.58663,14128.19277
160,1/2/2017 2:40,52,75.2,0,0.062,0.137,20889.11392,13608.51064,14081.92771
161,1/2/2017 2:50,51,77.4,0,0.07,0.148,20433.41772,13448.02432,13844.81928
162,1/2/2017 3:00,51,77.7,0,0.062,0.159,20372.65823,13524.62006,13948.91566
163,1/2/2017 3:10,51,78.6,0,0.055,0.137,20135.6962,13480.85106,13966.26506
164,1/2/2017 3:20,51,79.5,0,0.084,0.145,20129.62025,13517.32523,13827.46988
165,1/2/2017 3:30,51,79.4,0,0.059,0.156,20117.46835,13484.49848,13746.50602
166,1/2/2017 3:40,51,79.8,0,0.066,0.145,20087.08861,13437.08207,13642.40964
167,1/2/2017 3:50,51,80.6,0,0.088,0.119,19740.75949,13353.19149,13636.62651
168,1/2/2017 4:00,50,81.7,0,0.059,0.159,19831.89873,13090.57751,13549.87952
169,1/2/2017 4:10,51,82.3,0,0.077,0.126,19989.87342,13218.23708,13503.61446
170,1/2/2017 4:20,51,81.4,0,0.095,0.134,20166.07595,13196.35258,13549.87952
171,1/2/2017 4:30,51,81.5,0,0.088,0.119,20214.68354,13280.24316,13648.19277
172,1/2/2017 4:40,50,81.9,0,0.073,0.122,20141.77215,13287.53799,13717.59036
173,1/2/2017 4:50,50,82.8,0,0.066,0.178,20056.70886,13418.84498,13659.75904
174,1/2/2017 5:00,50,83.8,0,0.029,0.163,20257.21519,13517.32523,13642.40964
175,1/2/2017 5:10,50,83.0,0,0.073,0.115,20500.25316,13612.15805,13844.81928
176,1/2/2017 5:20,50,82.8,0,0.106,0.126,20712.91139,13736.17021,13931.56627
177,1/2/2017 5:30,49,83.7,0,0.081,0.174,20810.12658,13834.65046,14081.92771
178,1/2/2017 5:40,49,83.9,0,0.066,0.182,21041.01266,14057.14286,14174.45783
179,1/2/2017 5:50,49,84.1,0,0.077,0.134,21709.36709,14706.38298,14637.10843
180,1/2/2017 6:00,49,84.5,0,0.048,0.134,22742.27848,15089.3617,14868.43373
181,1/2/2017 6:10,49,84.1,0,0.07,0.145,22948.86076,14961.70213,14729.63855
182,1/2/2017 6:20,49,84.4,0,0.07,0.122,23258.73418,15176.8997,14712.28916
183,1/2/2017 6:30,49,84.6,0,0.044,0.141,23471.39241,15545.28875,14619.75904
184,1/2/2017 6:40,48,84.7,0,0.048,0.145,23653.67089,15749.54407,14573.49398
185,1/2/2017 6:50,48,85.6,0,0.059,0.141,23769.11392,15567.17325,14423.13253
186,1/2/2017 7:00,49,85.8,0,0.073,0.163,23380.25316,15607.29483,14400.0
187,1/2/2017 7:10,49,86.2,0,0.07,0.152,23033.92405,16001.21581,13862.16867
188,1/2/2017 7:20,50,85.4,0,0.077,0.111,22803.03797,15964.74164,13052.53012
189,1/2/2017 7:30,50,84.4,0,0.081,0.122,23082.53165,15698.48024,12404.81928
190,1/2/2017 7:40,49,83.9,0,0.073,0.13,22803.03797,15483.28267,11919.03614
191,1/2/2017 7:50,49,83.7,0,0.081,0.137,22268.35443,15501.51976,11543.13253
192,1/2/2017 8:00,49,83.2,0,0.124,0.223,22742.27848,15537.99392,11398.55422
193,1/2/2017 8:10,49,82.5,0,0.871,0.89,23526.07595,15906.38298,11560.48193
194,1/2/2017 8:20,48,83.4,0,2.95,2.867,24340.25316,16289.3617,11774.45783
195,1/2/2017 8:30,48,83.9,0,6.657,6.472,24881.01266,16737.99392,12248.6747
196,1/2/2017 8:40,47,85.1,0,13.02,11.56,25190.88608,16891.18541,12404.81928
197,1/2/2017 8:50,47,85.4,0,39.1,19.49,25531.13924,17135.56231,12358.55422
198,1/2/2017 9:00,47,85.9,0,64.11,24.49,25980.75949,17248.63222,12636.14458
199,1/2/2017 9:10,48,86.7,0,92.3,27.88,23495.6962,17668.08511,13110.36145
200,1/2/2017 9:20,48,86.7,0,117.2,30.43,23629.36709,18102.12766,13474.6988
201,1/2/2017 9:30,49,86.9,0,134.7,33.24,24006.07595,18302.73556,13763.85542
202,1/2/2017 9:40,51,87.0,0,169.2,35.2,24771.64557,18587.23404,13925.78313
203,1/2/2017 9:50,52,83.5,0,194.0,36.92,25148.35443,19236.47416,14324.81928
204,1/2/2017 10:00,53,81.7,0,218.3,39.07,25518.98734,19393.31307,14619.75904
205,1/2/2017 10:10,54,78.0,0,246.6,40.01,25695.18987,19634.04255,15059.27711
206,1/2/2017 10:20,55,74.8,0,270.6,40.59,26351.39241,19998.78419,15238.55422
207,1/2/2017 10:30,56,72.7,0,288.3,42.31,26667.34177,20038.90578,15510.36145
208,1/2/2017 10:40,56,70.2,0,309.8,43.74,26794.93671,20119.14894,15787.95181
209,1/2/2017 10:50,57,69.22,0,337.2,43.39,27281.01266,20498.48024,16094.45783
210,1/2/2017 11:00,58,64.11,0,360.7,41.43,27645.56962,20618.84498,16325.78313
211,1/2/2017 11:10,59,58.46,0,381.4,41.13,27773.16456,20655.31915,16343.13253
212,1/2/2017 11:20,59,57.23,0,396.6,40.66,27894.68354,20808.51064,16458.79518
213,1/2/2017 11:30,59,55.83,0,410.8,41.23,28532.65823,21009.11854,16429.87952
214,1/2/2017 11:40,60,56.49,0,425.6,41.84,28818.22785,21020.06079,16655.42169
215,1/2/2017 11:50,59,55.93,0,440.2,41.83,28684.55696,20870.51672,16857.83133
216,1/2/2017 12:00,59,55.69,0,452.5,41.73,28939.74684,20757.44681,16742.16867
217,1/2/2017 12:10,59,57.2,0,460.5,42.38,29152.40506,20429.17933,17170.12048
218,1/2/2017 12:20,59,57.86,0,469.9,43.43,29674.93671,19608.51064,18373.01205
219,1/2/2017 12:30,59,58.33,0,476.2,43.25,29826.83544,19604.86322,19009.15663
220,1/2/2017 12:40,59,58.8,0,482.3,44.1,29905.82278,19706.99088,18986.0241
221,1/2/2017 12:50,59,60.87,0,485.1,44.53,29990.88608,19597.56839,18916.62651
222,1/2/2017 13:00,59,60.53,0,487.1,44.09,29966.58228,19593.92097,18997.59036
223,1/2/2017 13:10,59,60.2,0,487.6,44.43,29881.51899,19568.38906,19107.46988
224,1/2/2017 13:20,59,59.83,0,486.9,44.29,29760.0,19608.51064,19292.53012
225,1/2/2017 13:30,60,59.16,0,484.1,43.72,29292.1519,19728.87538,19072.77108
226,1/2/2017 13:40,60,58.13,0,481.1,43.82,29140.25316,19462.61398,18621.68675
227,1/2/2017 13:50,60,58.0,0,477.2,43.68,28872.91139,19469.90881,18586.98795
228,1/2/2017 14:00,60,56.03,0,470.9,42.8,28672.40506,19517.32523,18714.21687
229,1/2/2017 14:10,60,55.73,0,463.4,42.58,28502.27848,19914.89362,18772.04819
230,1/2/2017 14:20,60,56.29,0,451.8,42.83,28684.55696,19936.77812,18644.81928
231,1/2/2017 14:30,60,55.99,0,441.9,41.88,28617.72152,19878.41945,18517.59036
232,1/2/2017 14:40,60,56.53,0,427.9,42.14,28635.94937,20053.49544,18199.51807
233,1/2/2017 14:50,60,55.35,0,413.9,41.5,28556.96203,21669.30091,16800.0
234,1/2/2017 15:00,60,55.76,0,399.4,40.61,28721.01266,21559.87842,16643.85542
235,1/2/2017 15:10,60,57.03,0,381.1,42.48,28696.70886,21574.46809,16603.37349
236,1/2/2017 15:20,60,57.19,0,364.3,45.96,29049.11392,21260.79027,16649.63855
237,1/2/2017 15:30,60,57.86,0,345.8,57.35,29255.6962,21406.68693,16586.0241
238,1/2/2017 15:40,60,57.72,0,324.6,79.5,29012.65823,21275.37994,16372.04819
239,1/2/2017 15:50,60,58.02,0,302.9,121.3,29091.64557,20936.17021,16210.12048
240,1/2/2017 16:00,60,58.59,0,280.3,184.0,29030.88608,20728.26748,16111.80723
241,1/2/2017 16:10,59,59.76,0,260.6,238.0,29267.8481,20750.15198,16059.75904
242,1/2/2017 16:20,59,61.12,0,238.2,253.4,29480.50633,20611.55015,16181.20482
243,1/2/2017 16:30,59,61.63,0,216.8,248.1,30161.01266,20545.89666,16314.21687
244,1/2/2017 16:40,59,61.72,0,192.0,227.3,31011.64557,20604.25532,16406.74699
245,1/2/2017 16:50,59,61.76,0,165.5,200.6,31029.87342,20607.90274,17008.19277
246,1/2/2017 17:00,59,59.95,0,142.6,175.0,32390.88608,21198.78419,18026.0241
247,1/2/2017 17:10,59,61.92,0,119.9,148.2,33685.06329,22008.51064,19836.14458
248,1/2/2017 17:20,59,62.32,0,98.7,123.7,35659.74684,23908.81459,22791.3253
249,1/2/2017 17:30,59,61.82,0,77.5,98.6,38187.34177,25783.58663,24144.57831
250,1/2/2017 17:40,59,61.79,0,58.1,75.3,40648.10127,26764.74164,24734.45783
251,1/2/2017 17:50,58,62.05,0,22.4,25.24,41565.56962,27195.13678,25156.62651
252,1/2/2017 18:00,58,64.02,0,11.04,11.2,41644.55696,27206.07903,25497.83133
253,1/2/2017 18:10,58,64.55,0,6.504,6.524,41814.68354,27114.89362,25497.83133
254,1/2/2017 18:20,58,65.55,0,3.071,3.089,41766.07595,26888.7538,25526.74699
255,1/2/2017 18:30,57,65.79,0,0.933,0.946,41753.92405,26950.75988,25520.96386
256,1/2/2017 18:40,57,66.72,0,0.143,0.189,41808.60759,26979.93921,25382.16867
257,1/2/2017 18:50,57,67.52,0,0.037,0.119,41699.24051,26786.62614,25619.27711
258,1/2/2017 19:00,57,68.59,0,0.066,0.1,41280.0,26731.91489,25659.75904
259,1/2/2017 19:10,57,69.46,0,0.081,0.093,41583.79747,26888.7538,25636.62651
260,1/2/2017 19:20,56,69.9,0,0.029,0.104,41851.13924,27045.59271,25567.22892
261,1/2/2017 19:30,56,69.86,0,0.04,0.108,41608.10127,26874.16413,25538.31325
262,1/2/2017 19:40,56,69.86,0,0.073,0.078,41395.44304,26866.8693,25411.08434
263,1/2/2017 19:50,56,70.5,0,0.055,0.122,41273.92405,26739.20973,25457.3494
264,1/2/2017 20:00,56,68.89,0,0.055,0.096,40939.74684,26531.30699,25353.25301
265,1/2/2017 20:10,56,68.12,0,0.055,0.074,41249.62025,26881.45897,25723.37349
266,1/2/2017 20:20,56,68.52,0,0.055,0.093,41316.4557,26921.58055,25937.3494
267,1/2/2017 20:30,56,69.03,0,0.055,0.093,41182.78481,26859.57447,25630.84337
268,1/2/2017 20:40,56,68.72,0,0.066,0.108,41061.26582,26808.51064,25549.87952
269,1/2/2017 20:50,56,68.59,0,0.066,0.122,40830.37975,26691.79331,25659.75904
270,1/2/2017 21:00,56,66.99,0,0.048,0.078,40830.37975,26564.13374,25619.27711
271,1/2/2017 21:10,56,66.99,0,0.051,0.067,40356.4557,26316.10942,25630.84337
272,1/2/2017 21:20,56,66.42,0,0.055,0.093,39797.46835,26082.67477,25162.40964
273,1/2/2017 21:30,55,66.62,0,0.07,0.085,39116.96203,25710.6383,24879.03614
274,1/2/2017 21:40,55,67.29,0,0.07,0.111,38564.05063,25572.03647,24566.74699
275,1/2/2017 21:50,55,67.46,0,0.051,0.119,38102.27848,25003.03951,24156.14458
276,1/2/2017 22:00,55,67.76,0,0.084,0.093,37792.40506,24755.0152,23791.80723
277,1/2/2017 22:10,55,67.96,0,0.066,0.134,37117.97468,24295.44073,23323.37349
278,1/2/2017 22:20,55,68.52,0,0.037,0.148,36218.73418,23700.91185,23190.36145
279,1/2/2017 22:30,55,68.62,0,0.102,0.063,35191.89873,23401.82371,22768.19277
280,1/2/2017 22:40,55,69.33,0,0.062,0.152,34754.43038,22869.30091,22236.14458
281,1/2/2017 22:50,55,69.86,0,0.11,0.1,33909.87342,22271.12462,21727.22892
282,1/2/2017 23:00,55,70.1,0,0.077,0.1,32785.82278,21753.19149,21166.26506
283,1/2/2017 23:10,55,70.4,0,0.051,0.152,31916.96203,21136.77812,20755.66265
284,1/2/2017 23:20,55,71.5,0,0.051,0.1,30252.1519,20593.31307,20281.44578
285,1/2/2017 23:30,54,72.9,0,0.059,0.111,29346.83544,20221.2766,19755.18072
286,1/2/2017 23:40,54,72.8,0,0.07,0.122,28593.41772,19455.31915,19043.85542
287,1/2/2017 23:50,54,72.6,0,0.044,0.152,27779.24051,19079.63526,18644.81928
288,1/3/2017 0:00,54,74.0,0,0.117,0.093,26661.26582,18579.93921,18072.28916
289,1/3/2017 0:10,54,74.0,0,0.07,0.141,26150.88608,18076.59574,17644.33735
290,1/3/2017 0:20,54,74.1,0,0.102,0.119,25433.92405,17595.13678,17204.81928
291,1/3/2017 0:30,53,76.8,0,0.07,0.145,24947.8481,17190.27356,16811.56627
292,1/3/2017 0:40,53,77.7,0,0.073,0.115,24540.75949,16737.99392,16476.14458
293,1/3/2017 0:50,53,76.6,0,0.018,0.23,23884.55696,16037.68997,15984.57831
